,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
Ohio,0.036364781637664156,0.02873318982638666,0.03275910759672409,0.045072115384615384,0.04429494946071662,0.0395782041157616,0.02004954253175742,0.03928817238619517,0.04638581609465121,0.03872265604692261,0.02636709507675418
Oklahoma,0.012165318170210795,0.013921677123246564,0.012708274498729173,0.0160374245852187,0.015776051242512308,0.009516730927052849,0.01495987492630856,0.014306840897988917,0.017489973166436388,0.013206797526757368,0.015671160434651568
Oregon,0.012452523797025331,0.00892784352770372,0.005930528099406947,0.013727846907993967,0.013725672939242716,0.007029931403973305,0.008644638340885993,0.015000834448977405,0.01090970858995081,0.016212106136386406,0.01496062189594396
Pennsylvania,0.04011749793163314,0.03494989687967792,0.04306693024569331,0.03281721342383107,0.03252645581095851,0.041947321967761415,0.03050791353720272,0.03008669742149175,0.026686466416017716,0.032399595527946544,0.01900544988883275
Rhode Island,0.003307878703009467,0.0020121038453732886,0.0018356396498164361,0.003110859728506787,0.003100985367754836,0.0016413496229541196,0.0019122158861643384,0.002799606773532984,0.0028193628940322317,0.002808891086225055,0.0026717996281320844
South Carolina,0.015142828246874082,0.020847824239259963,0.022733691047726632,0.017934577677224735,0.018512713192744033,0.012443288273640853,0.02395467583290133,0.02049954866664799,0.021692750151329158,0.020342899205275076,0.01884819955649582
South Dakota,0.002675710871946807,0.002429268478832147,0.0016238350748376165,0.003959276018099547,0.004049920780838283,0.0006162803301280563,0.002873795119335676,0.001953463328708334,0.0016443364953392953,0.0021017191439432308,0.0014705818116694308
Tennessee,0.020531912961154513,0.03468190546234157,0.026051962722394805,0.022035256410256412,0.021986494615638796,0.022508168037038756,0.040702294795845646,0.024474449415946623,0.02731688296375163,0.024352330000719565,0.01841721716416498
Texas,0.08459846938453461,0.09515082973265038,0.0841570177915843,0.09898190045248868,0.0985876113092767,0.09606850312011272,0.09008752696320146,0.09910025691283114,0.09811441243134734,0.09933080325987674,0.09960934940587039
Utah,0.009233081423532094,0.005606137610557301,0.00465970064953403,0.013126885369532429,0.013107170393215111,0.004066211424412753,0.004839356083869406,0.01041209597746866,0.006803828963320847,0.011445409183663983,0.010672638296571215
Virginia,0.02611447076450885,0.014329301609162704,0.02471053374752895,0.019878865007541477,0.020469892482228642,0.013298028832009414,0.012942336705927732,0.019726373825832835,0.013548118586022381,0.022551176146752984,0.011244854783686151
Vermont,0.0019653573358117205,0.0005576649881788899,0.0007060152499293985,0.001001602564102564,0.0009912986011675294,0.00022297579783527662,0.0006073131998976869,0.0011841866437000321,0.0012211402017216209,0.0012695698817742098,0.0003698294853109261
Washington,0.022148015310563457,0.01750617074088786,0.012567071448743293,0.023555335595776772,0.023553932574749845,0.017469534383177714,0.015847591743276126,0.031825640363454304,0.03232694336115922,0.03017995701193344,0.04449456394337241
Wisconsin,0.018059888174247796,0.014538317568962258,0.011225642473877437,0.014328808446455505,0.014208613283401256,0.01579721589941314,0.013440224104042052,0.01468325656808799,0.012476994173900404,0.015364808108170452,0.014421893905530407
West Virginia,0.005797140468370629,0.005073623920445577,0.005930528099406947,0.004913744343891403,0.005032746744388996,0.0020284603830848084,0.006178454333193359,0.004663412518683739,0.005468279832566035,0.004639998182148075,0.002853802327596123
Wyoming,0.0018322058320622042,0.0009904407721621964,0.0011296243998870376,0.0014965120663650076,0.0014742389453260695,0.00016413496229541197,0.0012296724475405866,0.0013980979436009945,0.000985901434372762,0.001581152456148626,0.0008779810222145215
