,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
Georgia,0.03157926372575715,0.03211423797695451,0.03931838815559746,0.024625802287203596,0.025427679317472186,0.036813264830060304,0.029391408919104484,0.03927557116986666,0.043195132441299515,0.03807481229644163,0.03878261515262292
Hawaii,0.004451810399746846,0.003068566410282308,0.002234792932467351,0.004457489434775725,0.004468094463256959,0.00270651679402364,0.002904604851281755,0.005231919214895424,0.0040250727302745815,0.005470253585659191,0.006513034637177847
Iowa,0.009770505919049334,0.007226752078664861,0.0028633284447237934,0.010632208405899474,0.009965257926909714,0.0027152101027838873,0.008712438615971612,0.007856778609811588,0.008238537703550314,0.007941403430371304,0.006076071559129958
Idaho,0.005095910211065754,0.002970988566273331,0.002025281095048537,0.006284329367060858,0.0059281410792031315,0.0006375093090847974,0.003505889702068172,0.003494033443783163,0.0034640364901282984,0.0036546437266434806,0.002196239261560958
Illinois,0.040728760061006605,0.044471530380091384,0.05042251553879461,0.047436943575003956,0.04696776463344914,0.051386148081821424,0.03874778645994576,0.0342177179280555,0.030584238504579638,0.0358933891965482,0.029839151891793092
Indiana,0.020760708556680652,0.020223436143860556,0.024931908652838886,0.01976640806732514,0.019710629315273318,0.02061473284013295,0.019146175511883287,0.021668324107605597,0.022127807574920853,0.02168531588770763,0.02025452385304332
Kansas,0.00914952161190793,0.0084978318887818,0.008170961659333752,0.012215469680546591,0.011390122696688508,0.003880113476657017,0.009875106119208506,0.009905810197353366,0.00904489790848381,0.010226324100231499,0.009526080698227015
Kentucky,0.013900844616699395,0.007943178880730772,0.012012012012012012,0.011582165170687744,0.014477329697875897,0.00940905784817426,0.005799578137447938,0.012072272746816534,0.013627901512261799,0.011969170017601232,0.008666434381283129
Louisiana,0.014626603832811573,0.02065140914389993,0.03449961589496473,0.015199308236612308,0.015506398698271692,0.01605074574100315,0.02247044141462925,0.019149453090722815,0.021330763469915984,0.019154526191281118,0.013087472582708828
Massachusetts,0.02119723960816617,0.023336511746146957,0.009637544521265452,0.02097212242263333,0.02025594793086767,0.019429545079152576,0.024929242394847388,0.01586635616810751,0.01589740696709709,0.016186986717258094,0.013024641290440505
Maryland,0.018763928366948304,0.024167635312223424,0.02681751518960821,0.014358961867761148,0.014767579928756762,0.02911678880765475,0.02218562227478305,0.018252423862896116,0.016536077373315274,0.018697841087206256,0.01915926019009322
Maine,0.004198143334015456,0.0015073209061386736,0.0016760946993505132,0.004457489434775725,0.004353753463212982,0.0009707528115609416,0.0012479756514033877,0.003519923734600478,0.0033537959743061966,0.0038314036214181827,0.0013008933467373424
Michigan,0.031274155500442116,0.03830957512552448,0.04364829946225295,0.0548782715658454,0.05967720656141431,0.029247188439058457,0.03749981080854237,0.02659938427340517,0.029115917643606385,0.024884935787482774,0.03439299259733138
Minnesota,0.017131444857937928,0.010879073661000875,0.007961449821914938,0.01769598947740199,0.01771405954527464,0.010646405461716118,0.009504978831195814,0.01516350412141067,0.011755365426607507,0.016698161713707114,0.011375319868397002
Missouri,0.01909941281658845,0.022439480338064432,0.025769956002514142,0.020448428308711592,0.02027353885395136,0.015897163952905448,0.024843934246680893,0.02192063886141898,0.020079818273944058,0.02234650421590623,0.023338969109851948
Mississippi,0.009454121144471108,0.007106919638653837,0.015154689573294225,0.008841905272260045,0.009006552618848675,0.006992318012825528,0.0063967351746133955,0.009425452837367827,0.012922983284328922,0.008670537996316948,0.006264565435934929
Montana,0.003206546341115059,0.0025027861042302563,0.0016062574202109086,0.004652352360886139,0.004107480540041339,0.0006288160003245502,0.003050454265888987,0.0030276614641051923,0.002133386883655886,0.003354450935423663,0.002686037744470846
North Carolina,0.031118463922551104,0.028748658304644875,0.03233466024163698,0.02180028985860259,0.022199744931615285,0.02687681291709771,0.029341875155652973,0.035325336932083756,0.04667469576464219,0.033398815343224024,0.02057153628221532
North Dakota,0.0022870857719266063,0.0016939171341558404,0.0011173964662336755,0.0035075326699874555,0.0031223888473547647,0.00046654090346660176,0.0019909821031760776,0.001774871900851282,0.0015418145381879875,0.0018177695193841979,0.002049156918296472
Nebraska,0.0059051613897108095,0.004236076754389719,0.0039108876318178646,0.007563117319660451,0.007449755925942214,0.002999191522285297,0.004142948937569571,0.005686270702408213,0.004629584103421131,0.005945877249888487,0.006370236245658929
New Hampshire,0.004178914116078839,0.002526752592232461,0.001466582861931699,0.006357402964352264,0.00684286907955495,0.0018690613834531561,0.002350101888199544,0.0035147225601059283,0.002734275329052413,0.004018297307152712,0.00133944891244745
New Jersey,0.02815662407173723,0.02203889761002758,0.02821426077240031,0.010486061211316665,0.010457803773253001,0.035016647686275874,0.016608946072866917,0.019375415227097147,0.018571645207720564,0.019603901675647253,0.01962906689819046
New Mexico,0.006593716524126692,0.011118738541022924,0.008589985334171381,0.013823088820957508,0.0137648973129865,0.005308713882924313,0.01303013166349513,0.009126096349792624,0.01129732384678328,0.008496768400513999,0.008545055748492049
Nevada,0.008819955059933784,0.01445521604932988,0.01138347649975557,0.013275036841271967,0.013034874005013413,0.015019139768120478,0.013841935008950475,0.009151408732332765,0.011928230836394276,0.0076638040091602825,0.014276983184061415
New York,0.062230122104807196,0.06638973960410785,0.04497520776590544,0.03136075217089478,0.03120629755046396,0.07893814131263167,0.06347201411161883,0.041447928383756986,0.02921321913174984,0.047624830445895106,0.022109474958874064
Ohio,0.03656270228534579,0.028864211014655507,0.033382219428731055,0.04377108477755179,0.0386208716302388,0.041968396924886915,0.019772227244395462,0.03911445034219105,0.04714464124993078,0.03784372863701342,0.027881385944068728
Oklahoma,0.012174243469848743,0.014711143903353424,0.013827781269641735,0.02088686989246002,0.02035269800782796,0.008759957460742467,0.016032428103806257,0.014611601716711211,0.017344507822677355,0.013560009070573548,0.01611051453116432
Oregon,0.012411054163958076,0.008162301056750932,0.005726656889447587,0.012178932881900887,0.012876555697260214,0.006937260390677296,0.007699748340962909,0.014457300206706233,0.010769411517494342,0.015676310103971035,0.014154176567355145
Pennsylvania,0.040383556736181936,0.036655887453372345,0.04267057755429848,0.03322412890182562,0.03337877655129953,0.04271022593909468,0.032582208848106094,0.030418317750614546,0.026913177571592933,0.03279527333409198,0.019657626576494242
Rhode Island,0.0033281586642140344,0.0023196136602134047,0.002164955653327746,0.004055584649672996,0.003949162232288139,0.001979176627749621,0.0021285758905413904,0.002975187392537956,0.002909210983267767,0.0029705297729947762,0.0031972559861085724
South Carolina,0.015077302451373625,0.02076781779991064,0.02130037013757944,0.021179164281625643,0.019640265622938562,0.0114896564114601,0.02443665663607957,0.02002579320222675,0.021183776115486514,0.019890471993773532,0.01799402531529885
South Dakota,0.0026714584386441863,0.002339300418215216,0.001257071024512885,0.005529235528383003,0.004459299001715115,0.00045205205553285635,0.0028234245167362204,0.0018809758605400993,0.0017509092254749787,0.0019860569004056007,0.0013365929446170718
Tennessee,0.020528656193529674,0.032579872600997345,0.023395488511767582,0.02318868820713929,0.02198865385461102,0.021249344379630997,0.03838178698555403,0.024004344945591092,0.026568481874233687,0.023995986354269024,0.01700157649424237
Texas,0.08374674177158115,0.0930901191305643,0.07961449821914938,0.09268167923126576,0.09196534588152513,0.09217805055448822,0.08991891598110562,0.09966479008290903,0.09888626025353249,0.10058036719210096,0.09394277782855054
Utah,0.009171594453923244,0.005686905224523195,0.0035617012361198407,0.011277691848640222,0.01338669246668719,0.003613518674676102,0.005261586428849565,0.010209789951145945,0.0071045613177933885,0.011149661971620402,0.010698455492597332
Virginia,0.026130835756819855,0.013998996831287908,0.02234792932467351,0.017976104933685712,0.02066933462333436,0.013254398089790289,0.012536169966853656,0.019828957643021897,0.013827680099620161,0.02262908746873684,0.01231778925242186
Vermont,0.0019805999687245585,0.000663358150061029,0.0006983727913960472,0.0013762194156548004,0.0011961827696908396,0.00021733271900618094,0.0007622695820038334,0.0016045045407409155,0.0017348648311534523,0.0016933398566151643,0.00048123057941875345
Washington,0.02203411185536231,0.017309795959592502,0.011662825616313988,0.02523474893129864,0.02290338185496284,0.016891098921160384,0.015992525905470317,0.029951714607625708,0.03027059647364915,0.02861167894488962,0.040590442789252425
Wisconsin,0.018145332704033006,0.013796137629269244,0.01138347649975557,0.015930044209526362,0.016148467390826333,0.014007818182345049,0.0127755831568693,0.014527920598176676,0.012606753447862705,0.015607034844458769,0.010552801133248035
West Virginia,0.005856585971282032,0.004842086522445472,0.004329911306655492,0.004469668367657626,0.0061568230792910855,0.0018922435401471488,0.005836728460036572,0.004615059919841811,0.005127995449602746,0.004660713202917535,0.0028074163772619266
Wyoming,0.0018427410733892898,0.0010374065520954415,0.0011872337453732802,0.0017537663349937278,0.0017942741545362592,0.00021443494941943185,0.0012617350301399191,0.0014804854244597598,0.0010123495255776112,0.0017069623297087033,0.0008253747029793457
