,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
Massachusetts,0.021141512934237282,0.02205684935504582,0.008247812126172637,0.016852762954602734,0.016506255252350676,0.016049544511122827,0.024833225793363584,0.014275343760651486,0.013748107162923826,0.01479447497749624,0.011282313063502103
Maryland,0.018681976261900025,0.023501013082522452,0.033872694075426556,0.013247718083299548,0.013612507333470754,0.030815978836301352,0.02070395271556965,0.017764825155172876,0.0166494075199488,0.017943778339362292,0.018811802042736758
Maine,0.004142932413204804,0.0014391608508225564,0.0014480891519234403,0.0036927055368667886,0.003654843261927791,0.000947855743060995,0.0012184954787404605,0.0030359734375691276,0.0029567311931991405,0.0032939703900838092,0.0011415541123294857
Michigan,0.03090626215325211,0.034779998499137,0.03683183277718315,0.052399162840643866,0.05319739324845006,0.023827447586015623,0.034812847732564454,0.023827051332140678,0.025432045574225667,0.0230661792249761,0.026360924630782975
Minnesota,0.017084739110587947,0.01110555235927325,0.008373732921992068,0.018397782185161242,0.018401065533480268,0.011493131855572386,0.00928464761136931,0.015202174943903472,0.012156360310513465,0.016546553430355757,0.01119255942322067
Missouri,0.018935082700061362,0.02525785660087884,0.03166908014858654,0.020359189577146865,0.020398940808980925,0.019453900990219715,0.027266290342212687,0.021658214021110116,0.02143472641102973,0.021446537496016414,0.023854834706049818
Mississippi,0.009315741682263538,0.006828926632813868,0.015928980671157843,0.0093249032993283,0.009180712575514928,0.007046438835874663,0.00584642245277512,0.010690898622464907,0.015790229559249264,0.009862167964709631,0.005989653088156306
Montana,0.003216216507460979,0.0030409151929025858,0.002392495120569162,0.0044378211941574165,0.0045348597523268905,0.0006400312091408648,0.0036999857340486377,0.003399253375605908,0.0024484052296474346,0.003663150861852073,0.003398016725029906
North Carolina,0.03127233332200466,0.028961652950446507,0.03255052571932254,0.020666001906619477,0.0205416461858024,0.026884358551578898,0.029847249616193557,0.03438572353462033,0.04709101491341451,0.032800278431613726,0.018824423648401332
North Dakota,0.00235850101729648,0.001625101099799051,0.0013221683561040105,0.0031229112107033674,0.0030998779076220526,0.0004845950583495119,0.0018035303648811542,0.0022078447280478907,0.0020761367730686765,0.0022164805796744923,0.0024317626913750957
Nebraska,0.005901480083532697,0.004308310611935196,0.003903544670402317,0.0071005139106518666,0.007016347693722549,0.003029481056600093,0.0042221980820802635,0.0053086228200867015,0.0040584190621606436,0.005616854617324261,0.005618016921365994
New Hampshire,0.004144982917831811,0.0022446239921288073,0.0009444059686457218,0.005128148935470793,0.005105681259612793,0.0014476896397233846,0.0020391148827901585,0.0029228145409182196,0.0021932974040731585,0.00333293264526806,0.0012551485633106752
New Jersey,0.027845170371973194,0.019076802494767824,0.02285462444122647,0.011165777276163968,0.010885249020882554,0.029651731589197493,0.014938676041185409,0.018157890309398607,0.017611888402609282,0.01851371052057766,0.016517474613042607
New Mexico,0.006482860470657874,0.01139988826908806,0.007366366555436631,0.013346336332058601,0.013184391203006327,0.007573702641500233,0.012311908666500013,0.009622494194063769,0.010761140968175141,0.008995388825834876,0.01212094863988175
Nevada,0.008986564015454971,0.016774645421117142,0.011206950827929232,0.013499742496794908,0.013382593115258376,0.01916131529461246,0.015659826426562416,0.009613147368899873,0.0140844715551625,0.007587331361575319,0.015918649544289915
New York,0.06153752296635298,0.06264101858568677,0.03859472391865516,0.048366772224718114,0.04868631772559342,0.07277764401464147,0.05823256641847401,0.039533954834894566,0.027789115903358856,0.04504892820601703,0.021416060011527734
Ohio,0.03616457559549599,0.028660646538426263,0.03286532770887112,0.043720756949847145,0.04313666418253603,0.03845368459871567,0.020669923840760572,0.03785376954343252,0.04408893121789106,0.03780107514858073,0.024394758948367817
Oklahoma,0.012176550891539779,0.013963028741526377,0.01511049549833155,0.015537852971148684,0.0154835333851301,0.009198162805653,0.015097041189335351,0.014214028587576324,0.018130292700010833,0.013047638083630122,0.014857032267836082
Oregon,0.012541839876916372,0.008905120444255447,0.0069256437700686265,0.01307239675217234,0.013081326208635261,0.006592321454150907,0.008843581041728563,0.01492401342702591,0.01167889924437692,0.015814482357611303,0.015001479532664013
Pennsylvania,0.03986300659609943,0.03364267787311037,0.04186866460996033,0.03402329582187353,0.03408280083086242,0.03951430774529196,0.02934205170556647,0.028905493004524486,0.02492686909000204,0.03149058755779693,0.017013924435849287
Rhode Island,0.003289554768695007,0.00213872976961753,0.0019517723352011586,0.0037474934528440407,0.003702411720868283,0.001667128911428824,0.001989380373453813,0.0024972224351221288,0.002480529918793825,0.0025708099676281316,0.0019437272723447998
South Carolina,0.0152536166647914,0.020385054739808724,0.02562488194925392,0.018814170346588357,0.01933657855930994,0.012038682267173409,0.023102988389609676,0.020292580552497066,0.022009821336336676,0.020053855271470824,0.018385472251399946
South Dakota,0.0026735058952849417,0.0027532497852932104,0.002077693131020588,0.004021433032730301,0.003964038245040988,0.0006552700474537425,0.0033426825485533148,0.002086086752246198,0.001870160825012409,0.0021972615300320363,0.0016744663515004985
Tennessee,0.020551964807556805,0.03403290225212831,0.026317446326260784,0.022265809053155235,0.022206542248719617,0.022855209701654024,0.03939234900014004,0.0244322271054191,0.027559833808274817,0.024331142128715916,0.01828029220419514
Texas,0.08547811806480304,0.09438176951747254,0.08291884404709438,0.09797175135052213,0.09769768658728019,0.09729693486006175,0.08851302978704469,0.09711151946351716,0.09641627046216719,0.09760708854460777,0.09468167609313623
Utah,0.009319612087653726,0.005951755592799193,0.003588742680853743,0.013664106244726663,0.013509442339099688,0.004050483223562901,0.005298034047198049,0.011190891456565615,0.007940467281948948,0.011961936497464484,0.012238750292751132
Virginia,0.02607564720423448,0.013928842417723524,0.024554555184788766,0.019362049506360876,0.01981226314871486,0.013589996007424361,0.0122464685226364,0.01966609401784496,0.013569216737089024,0.022375167031013256,0.011495477959170507
Vermont,0.0019510582688658938,0.0006228581434324737,0.0006296039790971479,0.0011395886523268427,0.0011892114735122963,0.0003200156045704324,0.0006308429868452222,0.0011295949771407813,0.0012812081906619197,0.0011940271386958442,0.0002748705233618909
Washington,0.022313385677377253,0.017097330965305052,0.013725366744317824,0.021980911890073524,0.02202419648944773,0.016610333761036728,0.01578285389702601,0.03109053147917247,0.032196497275070485,0.02994555068517659,0.03781853777295975
Wisconsin,0.01797429663157123,0.014632580400396895,0.01511049549833155,0.014507840150776346,0.014310178064597967,0.01595201594592041,0.01344140554958596,0.014228485010496485,0.01234721875779496,0.014601585606539229,0.015422199721483235
West Virginia,0.005737215342045144,0.005333900326020795,0.005351633822325757,0.005402088515357053,0.005628934307958204,0.002386402079796653,0.006307121065574951,0.0048222140385575235,0.005963224159781905,0.004714607595927518,0.003145584611738374
Wyoming,0.0018278628290186593,0.0010839566083831536,0.0010073663665554366,0.001358740316235851,0.001355701079804018,0.00017981829209195725,0.0013794782326449467,0.0013896859653681434,0.0011098765152145048,0.0015369998154971234,0.0008302211726032622
