,violent_crime,homicide,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
Maine,0.0011201912988020675,1.71762665816317e-05,0.0003338170070430161,0.00017026907741791425,0.0005989289477595054,0.013592401219664286,0.002025305868234138,0.010986836258650677,0.0005802590927794709
Michigan,0.004524807112769219,5.5588541428787773e-05,0.0007913604789709049,0.000564699453289199,0.0031131586390803273,0.016645112334927072,0.003188478608727982,0.011706245708163964,0.0017503880180351264
Minnesota,0.0022123526800183154,1.908584509892443e-05,0.0004414716506526913,0.0005254850435647792,0.0012263101407019204,0.02001088428287791,0.0028907028567585922,0.015313090802780968,0.0018070906233383498
Missouri,0.005014356486833639,9.784986759230355e-05,0.00047944801566512674,0.0008504280645835263,0.003586630538992682,0.026577592249637065,0.004466952636580201,0.018868525552782327,0.0032421140602745383
Mississippi,0.0026598278441607236,7.178750897343863e-05,0.00019993156704752065,0.0005702746039946059,0.0018178341641451583,0.024052505518245434,0.006828199743711884,0.015498386458326345,0.0017259193162072043
Montana,0.003808931189395332,3.48837757444622e-05,0.0005364559026648377,0.000254557282459589,0.0029830342285264433,0.025254910834240783,0.0031385970122517477,0.019460432841660658,0.002655880980328379
North Carolina,0.003562066210315062,5.529004880261886e-05,0.0002536214259534764,0.0007294626125126004,0.002523692123046366,0.023437875513588204,0.005533821086603578,0.01631499530660692,0.0015890591203777062
North Dakota,0.0028413887716336006,2.3744195863233433e-05,0.0005395208948923597,0.00020842127479949347,0.0020697024060785142,0.020606004643309413,0.0036170325031658927,0.014626424651751794,0.0023625474883917264
Nebraska,0.002899334965366891,2.2849854643765572e-05,0.0006699161929649452,0.00038221575040480593,0.0018243531673533741,0.020872822902201583,0.002756523373843356,0.015572695254604505,0.002543604273753722
New Hampshire,0.0017761818739309846,1.5515731843823078e-05,0.0004270520478918923,0.00025268477574226153,0.0010809293184530077,0.012708862068838131,0.0014097150646673537,0.010636403601127477,0.0006627434030432999
New Jersey,0.002085972074127633,3.2072833466032336e-05,0.00016025163107238614,0.0007161807444836133,0.0011774668651056011,0.014084475341899218,0.002164297309539417,0.010678115355291033,0.0012420626770687682
New Mexico,0.008427703189262312,7.310985927068853e-05,0.0006221505671270358,0.0012643705073872018,0.006468072255477386,0.0337939573028865,0.0076942153854681495,0.021307940160774794,0.0047918017566435595
Nevada,0.005521346951004198,6.672522190265319e-05,0.0007693219891647489,0.0012757069652873595,0.0034095927746494365,0.024443232526497674,0.005860258226608763,0.014646846853393786,0.003936127446495126
New York,0.0035079758679196294,2.877572451206842e-05,0.0003367579005620534,0.0009314220722402788,0.002211020170605229,0.014415665135767402,0.0015953630326459572,0.012147400730278734,0.0006729013728427103
Ohio,0.0029483551396794596,5.104338765029216e-05,0.0005011844035730029,0.000822860517691287,0.0015732668307648775,0.022082945333645188,0.004235573455759814,0.016138017894475675,0.0017093539834097
Oklahoma,0.004746163617144663,5.456527339105409e-05,0.0006169682772728022,0.0007118864737763103,0.0033627435927044962,0.029032532323579684,0.006897558140567758,0.01872959353947163,0.0034053806435402965
Oregon,0.00290443115857295,2.0564883882535297e-05,0.0005055135410195305,0.0006014032902857706,0.0017769494433851139,0.02926932967565352,0.0039491750851170975,0.021327936725200065,0.003992217865336357
Pennsylvania,0.0030543893635161593,6.124558840371029e-05,0.0003507559846079837,0.0007697883011864302,0.001872599489318035,0.014892130426230235,0.0021134415161657887,0.011752356588064516,0.0010263323219999309
Rhode Island,0.0021978914982419702,1.511877212892155e-05,0.00046679208948045283,0.00042805023590009137,0.0012879304007325045,0.016654272423265143,0.0026618488179482504,0.01253913163442431,0.001453291970892584
South Carolina,0.005008304229846606,8.083937628979127e-05,0.0005212271220631311,0.0007065086122455723,0.003699729119248111,0.030748466412124253,0.005892226753073666,0.02191651869061453,0.002939720968436059
South Dakota,0.0039638191961288175,1.3656569151175944e-05,0.0007021752638562965,0.00025264652929675495,0.0029953408338245905,0.01728807849795948,0.0028473946680201844,0.012788238962647008,0.0016524448672922893
Tennessee,0.006303798892763058,7.501885439416294e-05,0.00044464915468666265,0.0010665082016430014,0.004717622682039231,0.028486047157619782,0.004952721139117001,0.020483986797272327,0.003049339221230454
Texas,0.004128624086082111,4.635214228982936e-05,0.0005273735073789327,0.0009898819595715706,0.002565016476841778,0.02379234156422098,0.004118145078782225,0.017228815341937345,0.002445381143501412
Utah,0.0023944443563602923,1.9977485690729495e-05,0.0005879088646128966,0.0003922563460227363,0.00139430166003393,0.024193052274420892,0.0031960806075692475,0.0185207147500436,0.002476256916808042
Virginia,0.0020416911041458903,4.905140234077527e-05,0.0003613570935032653,0.0004246416365712199,0.00120664097173063,0.016812868076665106,0.0018419566169165466,0.013703338530194138,0.0012675729295544228
Vermont,0.0018499002175034196,1.7618097309556375e-05,0.0005221363384468527,0.00011692010032705595,0.0011932256814199545,0.013151108818978855,0.0023960612340996673,0.010332213249449836,0.00042283433542935305
Washington,0.0031525003957405427,3.136684065073435e-05,0.00047980633368284323,0.0007385827690514017,0.0019027444523555634,0.029673031255594694,0.0053740967579313246,0.020593261259599285,0.0037056732380640863
Wisconsin,0.0029901474083265404,3.0133935874295684e-05,0.00040172841368418187,0.0006014733600509418,0.0019568116987171208,0.015710628807422796,0.002441709775414359,0.011774620200481936,0.0014942988315265026
West Virginia,0.0029989619191139343,4.21218085109331e-05,0.0003968317749187908,0.00018456002939658847,0.002375448306287622,0.0154564867862224,0.0032788502519826347,0.01096441760226039,0.001213218931979376
Wyoming,0.002138154192946342,2.4238185183197397e-05,0.00045186902377246575,0.00012984742062427176,0.0015321995633664068,0.017846229490599913,0.0026852446585099404,0.013805377760772574,0.0013556070713173973
TOTAL,0.003833629986352003,5.012129313144429e-05,0.0004400688718115359,0.0008610001886787827,0.00248243963273024,0.022097827366832745,0.0037804109316076956,0.016015816289218852,0.002301600146006198
